source_id,source_type,target_id,target_type,weight,nt,spatial_x,spatial_y,pathway
100187,T4_T5_vertical,999030,VS1,15,ACh,27,5,VS
100188,T4_T5_horizontal,999020,HSN,15,GABA,28,5,HS
100188,T4_T5_vertical,999030,VS1,15,ACh,28,5,VS
100189,T4_T5_horizontal,999020,HSN,14,GABA,29,5,HS
100189,T4_T5_vertical,999030,VS1,15,ACh,29,5,VS
100190,T4_T5_horizontal,999020,HSN,16,GABA,30,5,HS
100190,T4_T5_vertical,999030,VS1,14,ACh,30,5,VS
100191,T4_T5_horizontal,999020,HSN,18,GABA,31,5,HS
100191,T4_T5_vertical,999030,VS1,14,ACh,31,5,VS
100192,T4_T5_horizontal,999020,HSN,17,ACh,0,6,HS
100192,T4_T5_vertical,999030,VS1,13,ACh,0,6,VS
100193,T4_T5_horizontal,999020,HSN,17,ACh,1,6,HS
100193,T4_T5_vertical,999030,VS1,14,ACh,1,6,VS
100194,T4_T5_horizontal,999020,HSN,17,ACh,2,6,HS
100194,T4_T5_vertical,999030,VS1,14,ACh,2,6,VS
100195,T4_T5_horizontal,999020,HSN,15,ACh,3,6,HS
100195,T4_T5_vertical,999030,VS1,12,ACh,3,6,VS
100196,T4_T5_horizontal,999020,HSN,14,ACh,4,6,HS
100196,T4_T5_vertical,999030,VS1,14,ACh,4,6,VS
100197,T4_T5_horizontal,999020,HSN,15,ACh,5,6,HS
100197,T4_T5_vertical,999030,VS1,11,ACh,5,6,VS
100198,T4_T5_horizontal,999020,HSN,11,ACh,6,6,HS
100198,T4_T5_vertical,999030,VS1,11,ACh,6,6,VS
100199,T4_T5_looming,999004,LC4,9,GABA,7,6,LC4
100199,T4_T5_horizontal,999020,HSN,11,ACh,7,6,HS
100199,T4_T5_vertical,999030,VS1,14,ACh,7,6,VS
100200,T4_T5_looming,999004,LC4,10,GABA,8,6,LC4
100200,T4_T5_horizontal,999020,HSN,10,ACh,8,6,HS
100200,T4_T5_vertical,999030,VS1,12,ACh,8,6,VS
100201,T4_T5_looming,999004,LC4,10,GABA,9,6,LC4
100201,T4_T5_horizontal,999020,HSN,8,ACh,9,6,HS
100201,T4_T5_vertical,999030,VS1,13,ACh,9,6,VS
100202,T4_T5_looming,999004,LC4,13,GABA,10,6,LC4
100202,T4_T5_horizontal,999020,HSN,10,ACh,10,6,HS
100202,T4_T5_vertical,999030,VS1,12,ACh,10,6,VS
100203,T4_T5_looming,999004,LC4,14,GABA,11,6,LC4
100203,T4_T5_horizontal,999020,HSN,8,ACh,11,6,HS
100203,T4_T5_vertical,999030,VS1,13,ACh,11,6,VS
100204,T4_T5_looming,999004,LC4,12,GABA,12,6,LC4
100204,T4_T5_horizontal,999020,HSN,8,ACh,12,6,HS
100204,T4_T5_vertical,999030,VS1,11,ACh,12,6,VS
100205,T4_T5_looming,999004,LC4,12,GABA,13,6,LC4
100205,T4_T5_horizontal,999020,HSN,6,ACh,13,6,HS
100205,T4_T5_vertical,999030,VS1,11,ACh,13,6,VS
100206,T4_T5_looming,999004,LC4,14,GABA,14,6,LC4
100206,T4_T5_horizontal,999020,HSN,3,ACh,14,6,HS
100206,T4_T5_vertical,999030,VS1,11,ACh,14,6,VS
100207,T4_T5_looming,999004,LC4,13,GABA,15,6,LC4
100207,T4_T5_horizontal,999020,HSN,5,ACh,15,6,HS
100207,T4_T5_vertical,999030,VS1,11,ACh,15,6,VS
100208,T4_T5_looming,999004,LC4,15,GABA,16,6,LC4
100208,T4_T5_horizontal,999020,HSN,3,GABA,16,6,HS
100208,T4_T5_vertical,999030,VS1,13,ACh,16,6,VS
100209,T4_T5_looming,999004,LC4,14,GABA,17,6,LC4
100209,T4_T5_horizontal,999020,HSN,3,GABA,17,6,HS
100209,T4_T5_vertical,999030,VS1,13,ACh,17,6,VS
100210,T4_T5_looming,999004,LC4,13,GABA,18,6,LC4
100210,T4_T5_horizontal,999020,HSN,5,GABA,18,6,HS
100210,T4_T5_vertical,999030,VS1,13,ACh,18,6,VS
100211,T4_T5_looming,999004,LC4,12,GABA,19,6,LC4
100211,T4_T5_horizontal,999020,HSN,6,GABA,19,6,HS
100211,T4_T5_vertical,999030,VS1,14,ACh,19,6,VS
100212,T4_T5_looming,999004,LC4,14,GABA,20,6,LC4
100212,T4_T5_horizontal,999020,HSN,5,GABA,20,6,HS
100212,T4_T5_vertical,999030,VS1,12,ACh,20,6,VS
100213,T4_T5_looming,999004,LC4,14,GABA,21,6,LC4
100213,T4_T5_horizontal,999020,HSN,6,GABA,21,6,HS
100213,T4_T5_vertical,999030,VS1,11,ACh,21,6,VS
100214,T4_T5_looming,999004,LC4,12,GABA,22,6,LC4
100214,T4_T5_horizontal,999020,HSN,7,GABA,22,6,HS
100214,T4_T5_vertical,999030,VS1,12,ACh,22,6,VS
100215,T4_T5_looming,999004,LC4,10,GABA,23,6,LC4
100215,T4_T5_horizontal,999020,HSN,9,GABA,23,6,HS
100215,T4_T5_vertical,999030,VS1,13,ACh,23,6,VS
100216,T4_T5_looming,999004,LC4,8,GABA,24,6,LC4
100216,T4_T5_horizontal,999020,HSN,10,GABA,24,6,HS
100216,T4_T5_vertical,999030,VS1,11,ACh,24,6,VS
100217,T4_T5_looming,999004,LC4,9,GABA,25,6,LC4
100217,T4_T5_horizontal,999020,HSN,10,GABA,25,6,HS
100217,T4_T5_vertical,999030,VS1,12,ACh,25,6,VS
100218,T4_T5_horizontal,999020,HSN,12,GABA,26,6,HS
100218,T4_T5_vertical,999030,VS1,13,ACh,26,6,VS
100219,T4_T5_horizontal,999020,HSN,15,GABA,27,6,HS
100219,T4_T5_vertical,999030,VS1,11,ACh,27,6,VS
100220,T4_T5_horizontal,999020,HSN,13,GABA,28,6,HS
100220,T4_T5_vertical,999030,VS1,12,ACh,28,6,VS
100221,T4_T5_horizontal,999020,HSN,17,GABA,29,6,HS
100221,T4_T5_vertical,999030,VS1,12,ACh,29,6,VS
100222,T4_T5_horizontal,999020,HSN,16,GABA,30,6,HS
100222,T4_T5_vertical,999030,VS1,11,ACh,30,6,VS
100223,T4_T5_horizontal,999020,HSN,18,GABA,31,6,HS
100223,T4_T5_vertical,999030,VS1,12,ACh,31,6,VS
100224,T4_T5_horizontal,999020,HSN,20,ACh,0,7,HS
100224,T4_T5_vertical,999030,VS1,12,ACh,0,7,VS
100225,T4_T5_horizontal,999020,HSN,18,ACh,1,7,HS
100225,T4_T5_vertical,999030,VS1,11,ACh,1,7,VS
100226,T4_T5_horizontal,999020,HSN,17,ACh,2,7,HS
100226,T4_T5_vertical,999030,VS1,10,ACh,2,7,VS
100227,T4_T5_horizontal,999020,HSN,16,ACh,3,7,HS
100227,T4_T5_vertical,999030,VS1,10,ACh,3,7,VS
100228,T4_T5_horizontal,999020,HSN,13,ACh,4,7,HS
100228,T4_T5_vertical,999030,VS1,10,ACh,4,7,VS
100229,T4_T5_horizontal,999020,HSN,13,ACh,5,7,HS
100229,T4_T5_vertical,999030,VS1,10,ACh,5,7,VS
100230,T4_T5_looming,999004,LC4,9,GABA,6,7,LC4
100230,T4_T5_horizontal,999020,HSN,11,ACh,6,7,HS
100230,T4_T5_vertical,999030,VS1,11,ACh,6,7,VS
100231,T4_T5_looming,999004,LC4,10,GABA,7,7,LC4
100231,T4_T5_horizontal,999020,HSN,11,ACh,7,7,HS
100231,T4_T5_vertical,999030,VS1,11,ACh,7,7,VS
100232,T4_T5_looming,999004,LC4,11,GABA,8,7,LC4
100232,T4_T5_horizontal,999020,HSN,10,ACh,8,7,HS
100232,T4_T5_vertical,999030,VS1,11,ACh,8,7,VS
100233,T4_T5_looming,999004,LC4,13,GABA,9,7,LC4
100233,T4_T5_horizontal,999020,HSN,11,ACh,9,7,HS
100233,T4_T5_vertical,999030,VS1,11,ACh,9,7,VS
100234,T4_T5_looming,999004,LC4,14,GABA,10,7,LC4
100234,T4_T5_horizontal,999020,HSN,7,ACh,10,7,HS
100234,T4_T5_vertical,999030,VS1,11,ACh,10,7,VS
100235,T4_T5_looming,999004,LC4,12,GABA,11,7,LC4
100235,T4_T5_horizontal,999020,HSN,9,ACh,11,7,HS
100235,T4_T5_vertical,999030,VS1,11,ACh,11,7,VS
100236,T4_T5_looming,999004,LC4,14,GABA,12,7,LC4
100236,T4_T5_horizontal,999020,HSN,6,ACh,12,7,HS
100236,T4_T5_vertical,999030,VS1,11,ACh,12,7,VS
100237,T4_T5_looming,999004,LC4,13,GABA,13,7,LC4
100237,T4_T5_horizontal,999020,HSN,6,ACh,13,7,HS
100237,T4_T5_vertical,999030,VS1,12,ACh,13,7,VS
100238,T4_T5_looming,999004,LC4,13,GABA,14,7,LC4
100238,T4_T5_horizontal,999020,HSN,6,ACh,14,7,HS
100238,T4_T5_vertical,999030,VS1,10,ACh,14,7,VS
100239,T4_T5_looming,999004,LC4,13,GABA,15,7,LC4
100239,T4_T5_vertical,999030,VS1,10,ACh,15,7,VS
100240,T4_T5_looming,999004,LC4,14,GABA,16,7,LC4
100240,T4_T5_STMD,999011,LC11,4,GABA,16,7,LC11
100240,T4_T5_horizontal,999020,HSN,3,GABA,16,7,HS
100240,T4_T5_vertical,999030,VS1,10,ACh,16,7,VS
100241,T4_T5_looming,999004,LC4,13,GABA,17,7,LC4
100241,T4_T5_horizontal,999020,HSN,4,GABA,17,7,HS
100241,T4_T5_vertical,999030,VS1,12,ACh,17,7,VS
100242,T4_T5_looming,999004,LC4,13,GABA,18,7,LC4
100242,T4_T5_horizontal,999020,HSN,3,GABA,18,7,HS
100242,T4_T5_vertical,999030,VS1,10,ACh,18,7,VS
100243,T4_T5_looming,999004,LC4,13,GABA,19,7,LC4
100243,T4_T5_horizontal,999020,HSN,6,GABA,19,7,HS
100243,T4_T5_vertical,999030,VS1,13,ACh,19,7,VS
100244,T4_T5_looming,999004,LC4,13,GABA,20,7,LC4
100244,T4_T5_horizontal,999020,HSN,8,GABA,20,7,HS
100244,T4_T5_vertical,999030,VS1,11,ACh,20,7,VS
100245,T4_T5_looming,999004,LC4,13,GABA,21,7,LC4
100245,T4_T5_horizontal,999020,HSN,8,GABA,21,7,HS
100245,T4_T5_vertical,999030,VS1,10,ACh,21,7,VS
100246,T4_T5_looming,999004,LC4,14,GABA,22,7,LC4
100246,T4_T5_horizontal,999020,HSN,9,GABA,22,7,HS
100246,T4_T5_vertical,999030,VS1,12,ACh,22,7,VS
100247,T4_T5_looming,999004,LC4,12,GABA,23,7,LC4
100247,T4_T5_horizontal,999020,HSN,11,GABA,23,7,HS
100247,T4_T5_vertical,999030,VS1,10,ACh,23,7,VS
100248,T4_T5_looming,999004,LC4,12,GABA,24,7,LC4
100248,T4_T5_horizontal,999020,HSN,11,GABA,24,7,HS
100248,T4_T5_vertical,999030,VS1,13,ACh,24,7,VS
100249,T4_T5_looming,999004,LC4,8,GABA,25,7,LC4
100249,T4_T5_horizontal,999020,HSN,11,GABA,25,7,HS
100249,T4_T5_vertical,999030,VS1,11,ACh,25,7,VS
100250,T4_T5_looming,999004,LC4,9,GABA,26,7,LC4
100250,T4_T5_horizontal,999020,HSN,13,GABA,26,7,HS
100250,T4_T5_vertical,999030,VS1,10,ACh,26,7,VS
100251,T4_T5_horizontal,999020,HSN,15,GABA,27,7,HS
100251,T4_T5_vertical,999030,VS1,12,ACh,27,7,VS
100252,T4_T5_horizontal,999020,HSN,16,GABA,28,7,HS
100252,T4_T5_vertical,999030,VS1,11,ACh,28,7,VS
100253,T4_T5_horizontal,999020,HSN,16,GABA,29,7,HS
100253,T4_T5_vertical,999030,VS1,12,ACh,29,7,VS
100254,T4_T5_horizontal,999020,HSN,18,GABA,30,7,HS
100254,T4_T5_vertical,999030,VS1,12,ACh,30,7,VS
100255,T4_T5_horizontal,999020,HSN,16,GABA,31,7,HS
100255,T4_T5_vertical,999030,VS1,10,ACh,31,7,VS
100256,T4_T5_horizontal,999020,HSN,19,ACh,0,8,HS
100256,T4_T5_vertical,999030,VS1,11,ACh,0,8,VS
100257,T4_T5_horizontal,999020,HSN,17,ACh,1,8,HS
100257,T4_T5_vertical,999030,VS1,9,ACh,1,8,VS
100258,T4_T5_horizontal,999020,HSN,16,ACh,2,8,HS
100258,T4_T5_vertical,999030,VS1,12,ACh,2,8,VS
100259,T4_T5_horizontal,999020,HSN,15,ACh,3,8,HS
100259,T4_T5_vertical,999030,VS1,12,ACh,3,8,VS
100260,T4_T5_horizontal,999020,HSN,16,ACh,4,8,HS
100260,T4_T5_vertical,999030,VS1,12,ACh,4,8,VS
100261,T4_T5_looming,999004,LC4,6,GABA,5,8,LC4
100261,T4_T5_horizontal,999020,HSN,15,ACh,5,8,HS
100261,T4_T5_vertical,999030,VS1,10,ACh,5,8,VS
100262,T4_T5_looming,999004,LC4,10,GABA,6,8,LC4
100262,T4_T5_horizontal,999020,HSN,11,ACh,6,8,HS
100262,T4_T5_vertical,999030,VS1,9,ACh,6,8,VS
100263,T4_T5_looming,999004,LC4,12,GABA,7,8,LC4
100263,T4_T5_horizontal,999020,HSN,13,ACh,7,8,HS
100263,T4_T5_vertical,999030,VS1,10,ACh,7,8,VS
100264,T4_T5_looming,999004,LC4,12,GABA,8,8,LC4
100264,T4_T5_horizontal,999020,HSN,10,ACh,8,8,HS
100264,T4_T5_vertical,999030,VS1,12,ACh,8,8,VS
100265,T4_T5_looming,999004,LC4,14,GABA,9,8,LC4
100265,T4_T5_horizontal,999020,HSN,9,ACh,9,8,HS
100265,T4_T5_vertical,999030,VS1,11,ACh,9,8,VS
100266,T4_T5_looming,999004,LC4,14,GABA,10,8,LC4
100266,T4_T5_horizontal,999020,HSN,9,ACh,10,8,HS
100266,T4_T5_vertical,999030,VS1,12,ACh,10,8,VS
100267,T4_T5_looming,999004,LC4,12,GABA,11,8,LC4
100267,T4_T5_horizontal,999020,HSN,8,ACh,11,8,HS
100267,T4_T5_vertical,999030,VS1,10,ACh,11,8,VS
100268,T4_T5_looming,999004,LC4,13,GABA,12,8,LC4
100268,T4_T5_STMD,999011,LC11,5,GABA,12,8,LC11
100268,T4_T5_horizontal,999020,HSN,8,ACh,12,8,HS
100268,T4_T5_vertical,999030,VS1,12,ACh,12,8,VS
100269,T4_T5_looming,999004,LC4,11,GABA,13,8,LC4
100269,T4_T5_STMD,999011,LC11,5,GABA,13,8,LC11
100269,T4_T5_horizontal,999020,HSN,6,ACh,13,8,HS
100269,T4_T5_vertical,999030,VS1,11,ACh,13,8,VS
100270,T4_T5_looming,999004,LC4,13,GABA,14,8,LC4
100270,T4_T5_STMD,999011,LC11,6,GABA,14,8,LC11
100270,T4_T5_horizontal,999020,HSN,4,ACh,14,8,HS
100270,T4_T5_vertical,999030,VS1,11,ACh,14,8,VS
100271,T4_T5_looming,999004,LC4,10,GABA,15,8,LC4
100271,T4_T5_STMD,999011,LC11,7,GABA,15,8,LC11
100271,T4_T5_horizontal,999020,HSN,5,ACh,15,8,HS
100271,T4_T5_vertical,999030,VS1,12,ACh,15,8,VS
100272,T4_T5_looming,999004,LC4,5,ACh,16,8,LC4
100272,T4_T5_STMD,999011,LC11,7,GABA,16,8,LC11
100272,T4_T5_horizontal,999020,HSN,4,GABA,16,8,HS
100272,T4_T5_vertical,999030,VS1,11,ACh,16,8,VS
100273,T4_T5_looming,999004,LC4,11,GABA,17,8,LC4
100273,T4_T5_STMD,999011,LC11,5,GABA,17,8,LC11
100273,T4_T5_vertical,999030,VS1,11,ACh,17,8,VS
100274,T4_T5_looming,999004,LC4,12,GABA,18,8,LC4
100274,T4_T5_STMD,999011,LC11,7,GABA,18,8,LC11
100274,T4_T5_horizontal,999020,HSN,3,GABA,18,8,HS
100274,T4_T5_vertical,999030,VS1,9,ACh,18,8,VS
100275,T4_T5_looming,999004,LC4,12,GABA,19,8,LC4
100275,T4_T5_STMD,999011,LC11,5,GABA,19,8,LC11
100275,T4_T5_horizontal,999020,HSN,7,GABA,19,8,HS
100275,T4_T5_vertical,999030,VS1,12,ACh,19,8,VS
100276,T4_T5_looming,999004,LC4,13,GABA,20,8,LC4
100276,T4_T5_STMD,999011,LC11,4,GABA,20,8,LC11
100276,T4_T5_horizontal,999020,HSN,6,GABA,20,8,HS
100276,T4_T5_vertical,999030,VS1,9,ACh,20,8,VS
100277,T4_T5_looming,999004,LC4,13,GABA,21,8,LC4
100277,T4_T5_horizontal,999020,HSN,8,GABA,21,8,HS
100277,T4_T5_vertical,999030,VS1,12,ACh,21,8,VS
100278,T4_T5_looming,999004,LC4,13,GABA,22,8,LC4
100278,T4_T5_horizontal,999020,HSN,10,GABA,22,8,HS
100278,T4_T5_vertical,999030,VS1,10,ACh,22,8,VS
100279,T4_T5_looming,999004,LC4,14,GABA,23,8,LC4
100279,T4_T5_horizontal,999020,HSN,10,GABA,23,8,HS
100279,T4_T5_vertical,999030,VS1,10,ACh,23,8,VS
100280,T4_T5_looming,999004,LC4,11,GABA,24,8,LC4
100280,T4_T5_horizontal,999020,HSN,10,GABA,24,8,HS
100280,T4_T5_vertical,999030,VS1,12,ACh,24,8,VS
100281,T4_T5_looming,999004,LC4,10,GABA,25,8,LC4
100281,T4_T5_horizontal,999020,HSN,11,GABA,25,8,HS
100281,T4_T5_vertical,999030,VS1,10,ACh,25,8,VS
100282,T4_T5_looming,999004,LC4,10,GABA,26,8,LC4
100282,T4_T5_horizontal,999020,HSN,13,GABA,26,8,HS
100282,T4_T5_vertical,999030,VS1,9,ACh,26,8,VS
100283,T4_T5_looming,999004,LC4,8,GABA,27,8,LC4
100283,T4_T5_horizontal,999020,HSN,13,GABA,27,8,HS
100283,T4_T5_vertical,999030,VS1,10,ACh,27,8,VS
100284,T4_T5_horizontal,999020,HSN,14,GABA,28,8,HS
100284,T4_T5_vertical,999030,VS1,12,ACh,28,8,VS
100285,T4_T5_horizontal,999020,HSN,16,GABA,29,8,HS
100285,T4_T5_vertical,999030,VS1,11,ACh,29,8,VS
100286,T4_T5_horizontal,999020,HSN,18,GABA,30,8,HS
100286,T4_T5_vertical,999030,VS1,10,ACh,30,8,VS
100287,T4_T5_horizontal,999020,HSN,19,GABA,31,8,HS
100287,T4_T5_vertical,999030,VS1,10,ACh,31,8,VS
100288,T4_T5_horizontal,999020,HSN,18,ACh,0,9,HS
100288,T4_T5_vertical,999030,VS1,11,ACh,0,9,VS
100289,T4_T5_horizontal,999020,HSN,18,ACh,1,9,HS
100289,T4_T5_vertical,999030,VS1,10,ACh,1,9,VS
100290,T4_T5_horizontal,999020,HSN,18,ACh,2,9,HS
100290,T4_T5_vertical,999030,VS1,9,ACh,2,9,VS
100291,T4_T5_horizontal,999020,HSN,16,ACh,3,9,HS
100291,T4_T5_vertical,999030,VS1,10,ACh,3,9,VS
100292,T4_T5_looming,999004,LC4,6,GABA,4,9,LC4
100292,T4_T5_horizontal,999020,HSN,13,ACh,4,9,HS
100292,T4_T5_vertical,999030,VS1,9,ACh,4,9,VS
100293,T4_T5_looming,999004,LC4,9,GABA,5,9,LC4
100293,T4_T5_horizontal,999020,HSN,12,ACh,5,9,HS
100293,T4_T5_vertical,999030,VS1,10,ACh,5,9,VS
100294,T4_T5_looming,999004,LC4,10,GABA,6,9,LC4
100294,T4_T5_horizontal,999020,HSN,11,ACh,6,9,HS
100294,T4_T5_vertical,999030,VS1,11,ACh,6,9,VS
100295,T4_T5_looming,999004,LC4,11,GABA,7,9,LC4
100295,T4_T5_horizontal,999020,HSN,12,ACh,7,9,HS
100295,T4_T5_vertical,999030,VS1,8,ACh,7,9,VS
100296,T4_T5_looming,999004,LC4,14,GABA,8,9,LC4
100296,T4_T5_horizontal,999020,HSN,9,ACh,8,9,HS
100296,T4_T5_vertical,999030,VS1,10,ACh,8,9,VS
100297,T4_T5_looming,999004,LC4,13,GABA,9,9,LC4
100297,T4_T5_horizontal,999020,HSN,9,ACh,9,9,HS
100297,T4_T5_vertical,999030,VS1,10,ACh,9,9,VS
100298,T4_T5_looming,999004,LC4,14,GABA,10,9,LC4
100298,T4_T5_horizontal,999020,HSN,9,ACh,10,9,HS
100298,T4_T5_vertical,999030,VS1,9,ACh,10,9,VS
100299,T4_T5_looming,999004,LC4,11,GABA,11,9,LC4
100299,T4_T5_STMD,999011,LC11,5,GABA,11,9,LC11
100299,T4_T5_horizontal,999020,HSN,8,ACh,11,9,HS
100299,T4_T5_vertical,999030,VS1,11,ACh,11,9,VS
100300,T4_T5_looming,999004,LC4,10,GABA,12,9,LC4
100300,T4_T5_STMD,999011,LC11,7,GABA,12,9,LC11
100300,T4_T5_horizontal,999020,HSN,5,ACh,12,9,HS
100300,T4_T5_vertical,999030,VS1,8,ACh,12,9,VS
100301,T4_T5_looming,999004,LC4,5,ACh,13,9,LC4
100301,T4_T5_STMD,999011,LC11,8,GABA,13,9,LC11
100301,T4_T5_horizontal,999020,HSN,4,ACh,13,9,HS
100301,T4_T5_vertical,999030,VS1,9,ACh,13,9,VS
100302,T4_T5_looming,999004,LC4,7,ACh,14,9,LC4
100302,T4_T5_STMD,999011,LC11,7,GABA,14,9,LC11
100302,T4_T5_horizontal,999020,HSN,3,ACh,14,9,HS
100302,T4_T5_vertical,999030,VS1,9,ACh,14,9,VS
100303,T4_T5_looming,999004,LC4,8,ACh,15,9,LC4
100303,T4_T5_STMD,999011,LC11,8,GABA,15,9,LC11
100303,T4_T5_horizontal,999020,HSN,4,ACh,15,9,HS
100303,T4_T5_vertical,999030,VS1,10,ACh,15,9,VS
100304,T4_T5_looming,999004,LC4,8,ACh,16,9,LC4
100304,T4_T5_STMD,999011,LC11,10,GABA,16,9,LC11
100304,T4_T5_horizontal,999020,HSN,3,GABA,16,9,HS
100304,T4_T5_vertical,999030,VS1,8,ACh,16,9,VS
100305,T4_T5_looming,999004,LC4,6,ACh,17,9,LC4
100305,T4_T5_STMD,999011,LC11,9,GABA,17,9,LC11
100305,T4_T5_horizontal,999020,HSN,3,GABA,17,9,HS
100305,T4_T5_vertical,999030,VS1,11,ACh,17,9,VS
100306,T4_T5_looming,999004,LC4,8,ACh,18,9,LC4
100306,T4_T5_STMD,999011,LC11,7,GABA,18,9,LC11
100306,T4_T5_horizontal,999020,HSN,4,GABA,18,9,HS
100306,T4_T5_vertical,999030,VS1,9,ACh,18,9,VS
100307,T4_T5_looming,999004,LC4,5,ACh,19,9,LC4
100307,T4_T5_STMD,999011,LC11,6,GABA,19,9,LC11
100307,T4_T5_horizontal,999020,HSN,5,GABA,19,9,HS
100307,T4_T5_vertical,999030,VS1,8,ACh,19,9,VS
100308,T4_T5_looming,999004,LC4,10,GABA,20,9,LC4
100308,T4_T5_STMD,999011,LC11,7,GABA,20,9,LC11
100308,T4_T5_horizontal,999020,HSN,8,GABA,20,9,HS
100308,T4_T5_vertical,999030,VS1,11,ACh,20,9,VS
100309,T4_T5_looming,999004,LC4,12,GABA,21,9,LC4
100309,T4_T5_STMD,999011,LC11,4,GABA,21,9,LC11
100309,T4_T5_horizontal,999020,HSN,7,GABA,21,9,HS
100309,T4_T5_vertical,999030,VS1,9,ACh,21,9,VS
100310,T4_T5_looming,999004,LC4,12,GABA,22,9,LC4
100310,T4_T5_horizontal,999020,HSN,9,GABA,22,9,HS
100310,T4_T5_vertical,999030,VS1,9,ACh,22,9,VS
100311,T4_T5_looming,999004,LC4,14,GABA,23,9,LC4
100311,T4_T5_horizontal,999020,HSN,8,GABA,23,9,HS
100311,T4_T5_vertical,999030,VS1,8,ACh,23,9,VS
100312,T4_T5_looming,999004,LC4,13,GABA,24,9,LC4
100312,T4_T5_horizontal,999020,HSN,11,GABA,24,9,HS
100312,T4_T5_vertical,999030,VS1,9,ACh,24,9,VS
100313,T4_T5_looming,999004,LC4,11,GABA,25,9,LC4
100313,T4_T5_horizontal,999020,HSN,10,GABA,25,9,HS
100313,T4_T5_vertical,999030,VS1,10,ACh,25,9,VS
100314,T4_T5_looming,999004,LC4,10,GABA,26,9,LC4
100314,T4_T5_horizontal,999020,HSN,11,GABA,26,9,HS
100314,T4_T5_vertical,999030,VS1,10,ACh,26,9,VS
100315,T4_T5_looming,999004,LC4,10,GABA,27,9,LC4
100315,T4_T5_horizontal,999020,HSN,12,GABA,27,9,HS
100315,T4_T5_vertical,999030,VS1,10,ACh,27,9,VS
100316,T4_T5_looming,999004,LC4,7,GABA,28,9,LC4
100316,T4_T5_horizontal,999020,HSN,14,GABA,28,9,HS
100316,T4_T5_vertical,999030,VS1,11,ACh,28,9,VS
100317,T4_T5_horizontal,999020,HSN,17,GABA,29,9,HS
100317,T4_T5_vertical,999030,VS1,11,ACh,29,9,VS
100318,T4_T5_horizontal,999020,HSN,17,GABA,30,9,HS
100318,T4_T5_vertical,999030,VS1,9,ACh,30,9,VS
100319,T4_T5_horizontal,999020,HSN,16,GABA,31,9,HS
100319,T4_T5_vertical,999030,VS1,10,ACh,31,9,VS
100320,T4_T5_horizontal,999020,HSN,20,ACh,0,10,HS
100320,T4_T5_vertical,999030,VS1,9,ACh,0,10,VS
100321,T4_T5_horizontal,999020,HSN,16,ACh,1,10,HS
100321,T4_T5_vertical,999030,VS1,8,ACh,1,10,VS
100322,T4_T5_horizontal,999020,HSN,17,ACh,2,10,HS
100322,T4_T5_vertical,999030,VS1,7,ACh,2,10,VS
100323,T4_T5_horizontal,999020,HSN,15,ACh,3,10,HS
100323,T4_T5_vertical,999030,VS1,10,ACh,3,10,VS
100324,T4_T5_looming,999004,LC4,9,GABA,4,10,LC4
100324,T4_T5_horizontal,999020,HSN,13,ACh,4,10,HS
100324,T4_T5_vertical,999030,VS1,7,ACh,4,10,VS
100325,T4_T5_looming,999004,LC4,9,GABA,5,10,LC4
100325,T4_T5_horizontal,999020,HSN,14,ACh,5,10,HS
100325,T4_T5_vertical,999030,VS1,7,ACh,5,10,VS
100326,T4_T5_looming,999004,LC4,13,GABA,6,10,LC4
100326,T4_T5_horizontal,999020,HSN,11,ACh,6,10,HS
100326,T4_T5_vertical,999030,VS1,10,ACh,6,10,VS
100327,T4_T5_looming,999004,LC4,14,GABA,7,10,LC4
100327,T4_T5_horizontal,999020,HSN,12,ACh,7,10,HS
100327,T4_T5_vertical,999030,VS1,8,ACh,7,10,VS
100328,T4_T5_looming,999004,LC4,14,GABA,8,10,LC4
100328,T4_T5_horizontal,999020,HSN,11,ACh,8,10,HS
100328,T4_T5_vertical,999030,VS1,8,ACh,8,10,VS
100329,T4_T5_looming,999004,LC4,13,GABA,9,10,LC4
100329,T4_T5_horizontal,999020,HSN,11,ACh,9,10,HS
100329,T4_T5_vertical,999030,VS1,8,ACh,9,10,VS
100330,T4_T5_looming,999004,LC4,11,GABA,10,10,LC4
100330,T4_T5_STMD,999011,LC11,4,GABA,10,10,LC11
100330,T4_T5_horizontal,999020,HSN,8,ACh,10,10,HS
100330,T4_T5_vertical,999030,VS1,8,ACh,10,10,VS
100331,T4_T5_looming,999004,LC4,6,ACh,11,10,LC4
100331,T4_T5_STMD,999011,LC11,8,GABA,11,10,LC11
100331,T4_T5_horizontal,999020,HSN,6,ACh,11,10,HS
100331,T4_T5_vertical,999030,VS1,8,ACh,11,10,VS
100332,T4_T5_looming,999004,LC4,5,ACh,12,10,LC4
100332,T4_T5_STMD,999011,LC11,9,GABA,12,10,LC11
100332,T4_T5_horizontal,999020,HSN,7,ACh,12,10,HS
100332,T4_T5_vertical,999030,VS1,7,ACh,12,10,VS
100333,T4_T5_looming,999004,LC4,7,ACh,13,10,LC4
100333,T4_T5_STMD,999011,LC11,9,GABA,13,10,LC11
100333,T4_T5_horizontal,999020,HSN,4,ACh,13,10,HS
100333,T4_T5_vertical,999030,VS1,9,ACh,13,10,VS
100334,T4_T5_looming,999004,LC4,8,ACh,14,10,LC4
100334,T4_T5_STMD,999011,LC11,10,GABA,14,10,LC11
100334,T4_T5_horizontal,999020,HSN,3,ACh,14,10,HS
